PLAY #,ODK,DN,DIST,HASH,YARD LN,PLAY TYPE,RESULT,GN/LS,OFF FORM,OFF PLAY,OFF STR,PLAY DIR,GAP,PASS ZONE,DEF FRONT,COVERAGE,BLITZ,QTR
310,D,3,7,R,15,Pass,Incomplete,0,DOUBLES,SMASH SCISSORS,BAL,,,,3-3,TAMPA,,2
311,O,1,10,L,-20,Pass,Incomplete,0,FAR RT,,,,,5,ODD,,,2
312,O,2,10,L,-20,Run,Rush,11,DOS RT,,,,,,ODD,,,2
313,O,1,10,L,-31,Run,Penalty,-5,,,,,,,ODD,,,2
314,O,1,15,L,-26,Pass,"Complete, TD",74,Trey RT,,,,,1,ODD,,SCJ3,2
315,D,1,10,M,-22,Pass,Scramble,8,TRIPS,,R,R,,,3-3,TAMPA,,2
316,D,2,2,L,-30,Pass,Complete,5,TRIPS,,R,R,,,3-3,TAMPA,BOUNDARY MA,2
317,D,1,10,R,-35,Pass,Complete,8,DOUBLES,,BAL,,,,3-3,TAMPA,FIELD MB,2
318,D,2,2,R,-43,Pass,Complete,4,DOUBLES,,BAL,,,,3-3,TAMPA,FIELD MB,2
319,D,1,10,R,-47,Pass,Scramble,3,LT TRIPS,,L,,,,3-3,TAMPA,FIELD MB,2
320,D,2,7,L,44,Pass,Complete,16,TRIPS,,R,,,,4-1,TAMPA,,2
321,D,1,10,R,28,Pass,Penalty,-10,TRIPS BUNCH,,R,R,,,4-1,TAMPA,,2
322,D,1,20,R,38,Pass,Incomplete,0,LT QUAD,,L,R,,,40,TAMPA,,2
323,D,2,20,R,38,Pass,Complete,6,DOUBLES,,BAL,,,,4-1,TAMPA,,2
324,D,3,14,R,32,Pass,Complete,15,DOUBLES,,BAL,,,,4-1,TAMPA,,2
325,D,1,10,R,17,Run,Rush,14,DOUBLES,,BAL,,,,4-2,BLUE,,2
326,D,1,3,R,3,,Timeout,0,DOUBLES,,BAL,,,,4-1,BLUE,,2
327,D,2,3,R,3,Pass,Scramble,1,DOUBLES,,BAL,,,,4-2,BLUE,,2
328,D,3,2,R,2,,Timeout,0,,,,,,,4-2,,,2
329,D,3,2,R,2,Run,"Rush, TD",2,LT DOS BACK,,R,,,,4-2,,,2
330,O,1,10,M,49,Pass,Complete,28,FAR LT,,,,,3,ODD,,,3
331,O,1,10,R,21,Run,Rush,-9,FAR LT,,,,,,ODD,,,3
332,O,1,19,R,30,Run,Penalty,10,FAR LT,,,,,,ODD,,J3,3
333,O,1,9,R,20,Pass,Complete,8,STR CAT,,,,,1,ODD,,J3,3
334,O,2,1,L,12,Run,Rush,5,FAR RT,,,,,,ODD,,,3
335,O,1,7,L,7,Pass,Rush,-4,DOS RT,,,,,,ODD,,,3
336,O,2,11,L,11,Pass,"Complete, TD",11,NEAR RT,,,,,3,ODD,,,3
337,D,1,10,R,-25,Pass,Complete,16,LT TRIPS,,L,L,,,4-3,ROLL,,3
338,D,1,10,L,-41,Pass,Complete,3,TRIPS,,R,R,,,4-3,ROLL,,3
339,D,2,7,R,-44,Pass,Scramble,12,DOUBLES,,BAL,R,,,4-2,BLUE,,3
340,D,1,10,R,44,Run,Rush,1,DOUBLES,,BAL,,,,4-2,,,3
341,D,2,9,R,43,Pass,"Complete, TD",43,LT QUAD,,L,L,,,4-2,BLACK,,3
342,O,1,10,R,-33,Pass,Complete,6,DOS LT,,,,,6,ODD,,,3
343,O,2,4,R,-39,Pass,Complete,6,FAR LT,,,,,3,ODD,,,3
344,O,1,10,R,-45,Run,Rush,-3,DOS LT FLIP,,,,,,ODD,,,3
345,O,2,13,L,-42,Pass,"Complete, TD",58,DOS RT FLIP,,,,,8,ODD,,,3
346,D,1,10,R,-20,Run,Rush,20,DOUBLES,,BAL,,,,4-2,BLUE,,3
347,D,1,10,R,-40,Pass,"Complete, TD",60,DOUBLES,,BAL,,,,4-1,ROLL,,3
348,O,1,10,R,-37,Run,Rush,4,DOS LT FLIP,,,,,,ODD,,,3
349,O,2,6,R,-41,Run,Rush,2,DOS LT FLIP,,,,,,ODD,,,3
350,O,3,4,L,-43,Pass,Incomplete,0,FAR RT,,,,,1,ODD,,J2W3,3
351,O,4,4,L,-43,Punt Rec,Penalty,,,,,,,,,,,3
352,D,1,10,R,-29,Run,Rush,-1,LT TRIPS,,L,,,,3-3,TAMPA,,3
353,D,2,11,M,-28,Pass,Complete,6,TREY,,R,L,,,3-3,TAMPA,FIELD MC,3
354,D,3,5,L,-34,,Timeout,0,DOUBLES SQUEEZE,,BAL,,,,4-3,,,3
355,D,3,5,L,-34,Pass,Complete,16,DOUBLES SQUEEZE,,BAL,,,,4-3,BLUE,,3
356,D,1,10,L,50,Run,Rush,1,TRIPS,,R,,,,4-2,ROLL,,3
357,D,2,9,L,49,Pass,Incomplete,0,TRIPS,,R,,,,4-2,WHITE,,3
358,O,3,9,L,49,Pass,Incomplete,0,DOUBLES,,BAL,,,,3-3,TAMPA,,3
359,D,4,9,L,49,Pass,Interception,,DOUBLES,,L,,,,3-3,TAMPA,FIELD MB,3
360,O,1,10,L,-40,Run,"Rush, TD",60,DOS RT FLIP,,,,,,ODD,,,3
361,D,1,10,L,-35,Pass,Complete,0,DOUBLES,,BAL,R,,,4-1,BLUE,,3
362,D,2,10,M,-35,Run,Rush,16,TRIPS,,R,,,,3-3,TAMPA,,4
363,D,1,10,R,49,Pass,Complete,4,DOUBLES,,BAL,,,,4-2,BLUE,,4
364,D,2,6,R,45,Pass,Complete,15,DOUBLES,,BAL,,,,4-2,BLUE,,4
365,D,1,10,M,30,Pass,Complete,-1,DOUBLES,,BAL,,,,4-3,BLUE,,4
366,D,2,11,R,31,Run,Penalty,-7,DOS,,R,R,,,3-3,BLUE,,4
367,D,2,18,L,38,Run,Rush,8,DOUBLES,,BAL,,,,3-3,BLUE,,4
368,D,3,10,L,30,Pass,Complete,13,TRIPS,,R,,,,4-2,TAMPA,,4
369,D,1,10,R,17,Pass,Scramble,9,DOUBLES,,BAL,,,,4-2,BLUE,,4
370,D,2,1,R,8,Run,Rush,2,DOUBLES,,BAL,,,,4-2,BLUE,,4
371,D,1,6,R,6,Pass,"Complete, TD",6,TREY 1,,R,R,,,4-1,SOLO,,4
372,O,1,10,M,-14,Pass,Incomplete,0,FAR LT,,,,,3,ODD,,,4
373,O,2,10,M,-14,Run,Rush,1,FAR LT,,,,,,ODD,,,4
374,O,3,9,R,-15,Pass,Complete,9,DOS LT FLIP,,,,,4,ODD,,SCJ3,4
375,O,1,10,L,-24,Run,Rush,7,VELOCI RT,,,,,,ODD,,,4
376,O,2,3,L,-31,Run,Rush,5,DOS RT FLIP,,,,,,ODD,,,4
377,O,1,10,L,-36,,Penalty,5,NEAR RT,,,,,,ODD,,,4
378,O,2,5,L,-41,Run,Rush,1,NEAR RT,,,,,,ODD,,J3,4
379,O,1,4,L,-42,Run,Rush,6,Trey RT,,,,,,ODD,,,4
380,O,2,10,L,-48,Run,Penalty,-10,DOS RT,,,,,,ODD,,,4
381,O,2,20,L,-38,Run,Rush,2,FAR RT,,,,,,ODD,,,4
382,O,3,18,L,-40,Pass,Complete,0,2,,,,,3,ODD,,SCJ3,4
383,D,1,10,L,-18,Pass,Penalty,-5,TRIPS,,R,R,,,4-2,ROLL,,4
384,D,1,15,L,-13,Pass,Incomplete,0,EMPTY,,R,L,,,4-1,,,4
385,D,2,15,L,-13,Pass,Scramble,8,QUAD,,R,R,,,3-3,TAMPA,,4
386,D,3,7,R,-21,Pass,Incomplete,0,LT TRIPS,,L,,,,3-3,TAMPA,,4
387,D,4,7,R,-21,,Timeout,0,DOUBLES,,BAL,,,,3-2,,,4
388,D,4,7,R,-21,Pass,Complete,10,DOUBLES,,BAL,,,,3-3,TAMPA,FIELD MC,4
389,D,1,10,R,-31,Run,Rush,0,DOUBLES,,BAL,,,,3-3,TAMPA,,4
390,D,2,10,R,-31,Pass,Complete,2,DOUBLES,,BAL,,,,3-3,TAMPA,,4
391,D,3,8,R,-33,Pass,Incomplete,0,LT TRIPS STACK,,L,,,,3-3,TAMPA,,4
392,D,4,8,R,-33,Run,Penalty,-5,DOUBLES,,BAL,,,,3-3,TAMPA,,4
393,D,4,13,R,-28,Pass,Complete,27,LT TRIPS,,L,,,,3-3,TAMPA,,4
394,D,1,10,R,45,Pass,Complete,5,DOUBLES,,BAL,,,,3-3,TAMPA,,4
395,D,2,5,R,40,Pass,Complete,10,,,,,,,3-3,,FIELD MA,4
396,D,1,10,R,30,Pass,Incomplete,0,DOUBLES,,BAL,,,,4-2,WHITE,,4
397,D,2,10,R,30,Pass,"Complete, TD",30,DOUBLES,,,,,,4-2,WHITE,,4
398,O,1,10,R,-20,Pass,Incomplete,0,NEAR LT,,,,,,,,,
399,O,2,10,R,-20,Run,Rush,10,FAR LT,,,,,,,,,
400,O,1,10,R,-30,Run,Rush,7,NEAR LT,,,,,,,,,
401,O,2,3,M,-37,Pass,Complete,10,3 RT,,,,,,,,,
402,O,1,10,R,-47,,Penalty,5,,,,,,,,,,
403,O,1,5,R,48,Run,Rush,-6,NEAR LT,,,,,,,,,
404,O,2,11,R,-46,Run,Rush,9,FAR LT,,,,,,,,,
405,O,3,2,L,45,Run,Rush,1,DOS RT,,,,,,,,,
406,O,4,1,L,44,Run,Rush,5,VELOCI RT,,,,,,,,,
407,O,1,10,L,39,Pass,"Complete, TD",39,3 RT,,,,,,,,,
408,D,1,10,R,-35,Pass,Complete,2,LT TRIPS STACK,,,,,,4-2,ROLL,,4
409,D,2,8,L,-37,Pass,Complete,10,TRIPS,,,,,,4-3,ROLL,,4
410,D,1,10,R,-47,Run,Rush,8,TRIPS BUNCH,,,,,,4-3,CLOUD,,4
411,D,2,2,R,45,Run,Penalty,-5,TREY,,,,,,4-2,ROLL,,4
412,D,2,7,R,50,Run,Rush,5,LT TRIPS,,,,,,4-2,SOLO,,4
413,D,3,2,R,45,Run,Penalty,-5,TRIPS BUNCH,,,,,,3-3,CLOUD,,4
414,D,3,7,R,50,Pass,Scramble,9,LT QUAD,,,,,,3-3,BLUE,,4
415,D,1,10,R,41,Run,Rush,3,LT TRIO,,,,,,3-3,ROLL,,4
416,D,2,7,M,38,Run,Rush,7,DOS,,,,,,4-2,BLUE,,4
417,D,1,10,R,31,Pass,Complete,15,LT QUAD,,,,,,4-2,SOLO,,4
418,D,1,10,M,16,Pass,Penalty,0,QUAD,,,,,,4-2,CLOUD,,4
419,D,1,10,M,16,Run,"Rush, TD",16,LT TRIO BACK,,,,,,3-3,ROLL,,4
420,O,1,10,R,-20,Run,Rush,6,DOS LT,,,,,,,,,4
421,O,2,4,R,-26,Run,Penalty,-10,FAR LT,,,,,,,,,4
422,O,3,14,R,-16,Pass,Penalty,5,NEAR LT,,,,,,,,,4
423,O,3,9,R,-21,Pass,Incomplete,0,3 LT,,,,,,,,,4
424,O,4,9,R,-21,Pass,Interception,,NEAR LT,,,,,,,,,4
425,D,1,10,L,46,Pass,Penalty,-10,EMPTY,,,,,,4-2,BLUE,,4
426,D,1,20,L,-44,Pass,Penalty,-9,TRIPS,,,,,,4-2,ROLL,,4
427,D,1,29,R,-35,Run,Rush,2,LT TRIPS,,,,,,4-2,ROLL,,4
428,D,2,27,R,-37,Pass,Complete,13,EMPTY,,,,,,4-1,BLUE,,4
429,D,3,14,L,50,,Penalty,-5,QUAD,,,,,,4-2,SOLO,,4
430,D,3,3,L,-45,Pass,Complete,-5,QUAD,,,,,,4-1,SOLO,,4
431,O,1,10,R,-20,Run,Rush,6,FAR LT,,,,,,,,,4
432,O,2,4,R,-26,Run,Rush,15,ACE,,,,,,,,,4
433,O,1,10,L,-41,Run,Penalty,-5,VELOCI RT,,,,,,,,,4
434,O,1,15,L,-36,Run,Rush,22,VELOCI RT,,,,,,,,,4
435,O,1,10,L,42,Pass,Complete,12,3 RT,,,,,,,,,4
436,O,1,10,M,30,Run,Rush,0,2,,,,,,,,,4
437,O,2,10,M,30,Pass,Incomplete,0,2,,,,,,,,,4
438,O,3,10,M,30,Pass,Complete,4,Trey LT,,,,,,,,,4
439,O,4,6,L,26,,Timeout,0,,,,,,,,,,4
440,O,4,6,L,26,Pass,Complete,21,NEAR RT,,,,,,,,,4
441,O,1,5,R,5,Run,Rush,1,RAPTOR LT,,,,,,,,,4
442,O,2,4,R,4,Run,"Rush, TD",4,ACE LT,,,,,,,,,4
443,D,1,10,R,-28,Pass,Complete,11,LT TRIPS STACK,,,,,,4-2,ROLL,,4
444,D,1,10,L,-39,Run,Rush,2,LT TRIPS BUNCH,,,,,,4-3,BLUE,,4
445,D,2,8,L,-41,Run,Rush,5,TRIPS,,,,,,4-1,SOLO,,4
446,D,3,3,R,-46,Run,Penalty,-5,LT TRIO,,,,,,4-3,ROLL,,4
447,D,3,8,R,-41,Pass,Scramble,8,EMPTY,,,,,,4-2,BLUE,,4
448,D,1,10,L,-49,Run,Rush,-7,LT TRIO BACK,,,,,,4-3,ROLL,,4
449,D,2,17,R,-42,Pass,Penalty,-10,LT TRIPS,,,,,,4-1,ROLL,,4
450,D,2,27,R,-32,Pass,Incomplete,0,EMPTY,,,,,,4-1,BLUE,,4
451,D,3,27,R,-32,Pass,Incomplete,0,LT QUAD,,,,,,4-2,TAMPA,,4
452,O,1,10,L,-28,Pass,Complete,22,2,,,,,,,,,4
453,O,1,10,L,50,Run,Rush,8,FAR RT,,,,,,,,,4
454,O,2,2,L,42,Run,Rush,6,FAR RT,,,,,,,,,4
455,O,1,10,L,36,Run,"Rush, TD",36,FAR RT,,,,,,,,,4
456,D,1,10,R,-13,Run,Rush,-1,DOS,,,,,,4-2,BLUE,,4
457,D,2,11,M,-12,Run,Rush,14,TRIO,,,,,,4-2,ROLL,,4
458,D,1,10,R,-26,Run,Rush,7,LT DOS,,,,,,4-3,BLUE,,4
459,D,2,3,M,-33,Pass,Complete,5,DOS,,,,,,4-2,BLUE,,4
460,D,1,10,L,-38,Run,Rush,3,TRIO,,,,,,4-2,ROLL,,4
461,D,2,7,M,-41,Run,Rush,2,TRIPS STACK,,,,,,4-1,ROLL,,4
462,D,3,5,L,-43,Pass,Incomplete,0,TRIPS BUNCH,,,,,,4-3,BLUE,,4
463,D,4,5,L,-43,Pass,Scramble,4,QUAD,,,,,,4-1,BLUE,,4
464,O,1,10,R,47,Pass,Incomplete,0,Trey LT,,,,,,,,,4
465,O,2,10,R,47,Run,Rush,1,FAR LT,,,,,,,,,4
466,O,3,9,R,46,Pass,Incomplete,0,Trey LT,,,,,,,,,4
467,D,1,10,M,-20,Run,Rush,3,LT DOS,,,,,,4-1,BLUE,,4
468,D,2,7,L,-23,Run,Rush,3,TRIO,,,,,,4-1,ROLL,,4
469,D,3,4,L,-26,Run,Rush,3,TRIPS BUNCH,,,,,,4-2,BLUE,,4
470,D,1,10,R,-37,Pass,Complete,35,LT QUAD,,,,,,4-2,ROLL,,4
471,D,1,10,L,28,Pass,Complete,0,TRIPS STACK,,,,,,4-1,ROLL,,4
472,D,2,10,L,28,Pass,Scramble,3,DOS,,,,,,4-1,BLUE,,4
473,D,3,7,R,25,Pass,Complete,18,LT QUAD,,,,,,4-2,SOLO,,4
474,D,1,7,R,7,Run,Rush,-1,DOS BACK,,,,,,4-2,BLUE,,4
475,D,2,8,L,8,Run,"Rush, TD",8,DOS,,,,,,4-2,BLUE,,4
476,O,1,10,R,-12,Pass,Complete,28,NEAR LT,,,,,,,,,4
477,O,1,10,L,-40,Run,Rush,17,NEAR LT,,,,,,,,,4
478,O,1,10,M,43,Pass,Penalty,-10,2,,,,,,,,,4
479,O,2,20,M,-47,Run,Rush,7,DOS LT,,,,,,,,,4
480,O,3,13,M,46,Pass,Complete,8,CAT,,,,,,,,,4
481,O,1,10,L,38,Run,Rush,7,FAR RT,,,,,,,,,4
482,O,2,3,L,31,Run,Rush,-3,3 RT,,,,,,,,,4
483,O,3,6,L,34,Run,Rush,11,FAR RT,,,,,,,,,4
484,O,1,10,L,23,Run,Penalty,-5,Trey RT,,,,,,,,,4
485,O,1,15,L,28,Pass,Complete,-5,3 RT,,,,,,,,,4
486,O,2,20,L,33,Run,Penalty,-5,NEAR RT,,,,,,,,,4
487,O,2,25,L,38,Run,Rush,3,2,,,,,,,,,4
488,O,3,22,L,35,Run,Rush,-1,3 RT,,,,,,,,,4
489,O,4,23,M,36,Pass,Incomplete,0,DOS RT,,,,,,,,,4
490,D,1,10,M,-36,Run,Rush,10,LT TRIO,,,,,,4-2,ROLL,,4
491,D,1,10,M,-46,Run,Rush,5,DOS,,,,,,4-2,BLUE,,4
492,D,2,5,R,49,Run,Rush,-2,DOS,,,,,,4-2,BLUE,,4
493,D,3,7,M,-49,Pass,Complete,12,LT TRIPS,,,,,,4-1,ROLL,,4
494,D,1,10,R,39,Run,Penalty,-5,LT QUAD,,,,,,4-2,,,4
495,D,1,15,R,44,Pass,Complete,33,LT TRIPS STACK,,,,,,4-2,BLUE,,4
496,D,1,10,L,11,Run,Rush,2,DOS,,,,,,4-2,BLUE,,4
497,D,2,8,M,9,Run,Rush,6,LT DOS,,,,,,4-3,BLUE,,4
498,D,3,2,L,3,Run,"Rush, TD",3,LT TRIPS BUNCH,,,,,,4-2,BLUE,,4
499,O,1,10,L,-15,Run,Rush,13,FAR RT,,,,,,,,,4
500,O,1,10,L,-28,Pass,Complete,-2,FAR RT,,,,,,,,,4
501,O,2,12,R,-26,Pass,Complete,13,NEAR LT,,,,,,,,,4
502,O,1,10,L,-39,Run,Rush,3,NEAR RT,,,,,,,,,4
503,O,2,7,L,-42,Pass,Complete,7,FAR RT,,,,,,,,,4
504,O,1,10,L,-49,Run,"Rush, TD",51,DOS RT,,,,,,,,,4
505,D,1,10,R,-35,Pass,Incomplete,0,LT TRIO,,,,,,4-2,ROLL,,4
506,D,2,10,R,-35,Pass,Complete,5,LT TRIPS STACK,,,,,,4-1,BLUE,,4
507,D,3,5,L,-40,Pass,Scramble,18,QUAD,,,,,,4-1,SOLO,,4
508,D,1,10,R,42,Run,Rush,5,DOS,,,,,,4-2,BLUE,,4
509,D,2,5,R,37,Run,Rush,7,DOS,,,,,,4-2,BLUE,,4
510,D,1,10,M,30,Run,Rush,12,LT DOS,,,,,,4-2,BLUE,,4
511,D,1,10,M,18,Run,Rush,4,LT DOS,,,,,,4-2,BLUE,,4
512,D,2,6,L,14,Pass,"Complete, TD",14,TRIPS,,,,,,4-1,ROLL,,4
513,O,1,10,R,-20,Pass,Complete,11,NEAR LT,,,,,,,,,4
514,O,1,10,R,-31,Run,Rush,3,FAR LT,,,,,,,,,4
515,O,2,7,R,-34,Run,Rush,4,FAR LT,,,,,,,,,4
516,O,3,3,R,-38,Run,Rush,7,FAR LT,,,,,,,,,4
517,O,1,10,R,-45,Run,Rush,8,DOS LT FLIP,,,,,,,,,4
518,O,2,2,R,47,Run,Penalty,-5,DOS LT FLIP,,,,,,,,,4
519,O,2,7,R,-48,Run,Rush,3,DOS LT FLIP,,,,,,,,,4
520,O,3,4,R,49,Pass,Scramble,2,STR CAT,,,,,,,,,4
521,O,4,2,R,47,Run,Rush,26,RAPTOR LT,,,,,,,,,4
522,O,1,10,R,21,Run,Penalty,-5,RAPTOR LT,,,,,,,,,4
523,O,1,15,R,26,Run,Rush,7,VELOCI,,,,,,,,,4
524,O,2,8,M,19,Run,Rush,6,ACE,,,,,,,,,4
525,O,3,2,L,13,Run,Rush,0,VELOCI RT,,,,,,,,,4
526,O,4,2,L,13,Run,"Rush, TD",13,VELOCI RT,,,,,,,,,4
527,D,1,10,R,-35,Pass,Fumble,2,LT QUAD BUNCH,,,,,,4-1,,,4
528,O,1,10,R,44,Run,Rush,-1,VICTORY,,,,,,,,,4
529,O,2,11,R,45,Run,Rush,-1,VICTORY,,,,,,,,,4
530,O,3,12,R,46,Run,Rush,-1,VICTORY,,,,,,,,,4
531,O,1,10,R,-20,Pass,Incomplete,0,LT DBLS,CROSS,BAL,R,,3,,,,1
532,O,2,10,R,-20,Pass,Complete,3,LT TRIO BACK,PWR,L,L,,1,,,,1
533,O,3,7,L,-23,Pass,Complete,22,LT DOS BACK,,R,R,,2,,,,1
534,O,1,10,L,-45,Run,Rush,4,TRIO BACK,SZ,R,R,B,,,,,1
535,O,2,6,L,-49,Run,Rush,9,TRIO BACK,IZ INSERT,R,R,B,,,,,1
536,O,1,10,L,42,Pass,Complete,15,LT DBLS,LASER,BAL,L,,1,,,,1
537,O,1,10,L,27,Run,Rush,3,TRIO BACK,IZ,R,R,D,,,,,1
538,O,2,7,L,24,Run,Rush,6,TRIO BACK,SZ,R,L,D,,,,,1
539,O,3,1,L,18,Run,Rush,7,LT TROFF,IZ,L,L,C,,,,,1
540,O,1,10,L,11,Run,Rush,2,LT TROFF,OZ,L,L,D,,,,,1
541,O,2,8,L,9,Run,Rush,3,TRIO BACK,IZ INSERT,BAL,R,B,,,,,1
542,O,3,5,L,6,Pass,Incomplete,0,LT DOS BACK,MESH,R,R,,2,,,,1
543,D,1,10,L,-20,Run,Rush,2,Twins open hip,,R,L,,,,,,1
544,D,2,8,L,-22,Run,Rush,23,Trips Closed,,R,L,,,,,,1
545,D,1,10,L,-45,Run,Rush,1,Twins Open,,R,L,,,,,,1
546,D,2,9,L,-46,Run,Rush,4,Twins Open over Hip,,L,R,,,,,,1
547,D,3,5,R,50,Run,Rush,-3,Twins Open,,L,R,,,,,,1
548,O,1,10,L,-20,Run,Rush,8,TRIO BACK,PWR,R,R,A,,,,,1
549,O,2,2,L,-28,Pass,Complete,9,DBLS,KEY 1,R,L,,1,,,,1
550,O,1,10,L,-37,Pass,Complete,2,LT DOS BACK,PWR,R,R,,3,,,,1
551,O,2,8,R,-39,Pass,Complete,-2,LT TRIO BACK,IZ INSERT,L,L,,1,,,,1
552,O,3,10,L,-37,Pass,Incomplete,0,LT DBLS,CROSS,BAL,L,,7,,,,1
553,D,1,10,M,-25,Pass,Incomplete,0,Twins Open,,R,R,,,,,,1
554,D,2,10,M,-25,Run,Rush,3,DEUCE,,R,L,,,,,,1
555,D,3,7,M,-28,Pass,Incomplete,0,Trips Bunch Closed,,L,L,,,,,,1
556,O,1,10,L,-29,Run,Rush,14,LT TRIO BACK,IZ,L,R,A,,,,,1
557,O,1,10,M,-43,Run,Rush,7,DOS BACK,PWR,L,R,A,,,,,1
558,O,2,3,M,50,Pass,Complete,6,DOS BACK,CAVS,L,L,,1,,,,1
559,O,1,10,L,44,Pass,Incomplete,0,LT DOS BACK,CHOICE,R,R,,9,,,,1
560,O,2,10,L,44,Run,"Rush, TD",44,TRIO BACK,SZ,R,R,B,,,,,1
561,D,1,10,M,-11,Run,Rush,1,DEUCE,,L,R,,,,,,1
562,D,2,9,M,-12,,Timeout,0,,,,,,,,,,1
563,D,2,9,M,-12,Pass,Complete,14,Trey Open,,R,R,,,,,,2
564,D,1,10,R,-26,Pass,Incomplete,0,Twins Open,,R,R,,,,,,2
565,D,2,10,R,-26,Run,Rush,2,DEUCE,,L,L,,,,,,2
566,D,3,8,M,-28,Pass,Incomplete,0,Trips Closed,,L,L,,,,,,2
567,O,1,10,L,-33,Pass,Complete,4,TRIO BACK,KEY 4,R,R,,3,,,,2
568,O,2,6,R,-37,Run,"Rush, TD",63,DOS BACK,DART,L,R,B,,,,,2
569,D,1,10,M,-20,Run,Rush,1,DEUCE,,R,R,,,,,,2
570,D,2,9,M,-21,Pass,Incomplete,0,Trey Open,,R,R,,,,,,2
571,D,3,9,M,-21,Pass,Incomplete,0,Twins open hip,,L,L,,,,,,2
572,O,1,10,L,-36,,Timeout,0,,,,,,,,,,2
573,O,1,10,L,-36,Pass,Incomplete,0,LT DOS BACK,CHOICE,R,R,,6,,,,2
574,O,2,10,L,-36,Run,Rush,8,TRIO BACK,SZ,R,R,C,,,,,2
575,O,3,2,L,-44,Run,Rush,3,TROFF,IZ,R,R,D,,,,,2
576,O,1,10,M,-47,Pass,Incomplete,0,TRIO BACK,SPACING,R,R,,2,,,,2
577,O,2,10,M,-47,Run,Rush,14,LT DOS BACK,OZ,BAL,R,B,,,,,2
578,O,1,10,M,39,Run,Rush,2,FULL HOUSE,TRICK,BAL,L,D,,,,,2
579,O,2,8,L,37,Pass,Incomplete,0,DBLS,SMASH,BAL,L,,1,,,,2
580,O,3,8,L,37,Pass,Complete,13,DOS BACK,DEAL,L,R,,6,,,,2
581,O,1,10,R,24,Run,Rush,6,LT TRIO BACK,IZ,L,L,C,,,,,2
582,O,2,4,M,18,Pass,Sack,-9,LT DBLS,KEY 1,R,R,,,,,,2
583,O,3,13,R,27,Pass,Incomplete,0,DOS BACK,PAWS,L,L,,7,,,,2
584,D,1,10,M,-20,Pass,Complete,1,DBL FLANKER,,BAL,L,,,,,,2
585,D,2,9,L,-21,Run,Rush,5,Twins closed hip,,L,L,,,,,,2
586,D,3,4,L,-26,Run,Rush,3,Pro open over hip,,R,R,,,,,,2
587,D,4,1,M,-29,Run,Rush,1,DBL FLANKER,,BAL,L,,,,,,2
588,D,1,10,L,-30,Run,Rush,3,Twins Closed,,R,R,,,,,,2
589,D,2,7,L,-33,Run,Rush,-19,DBL FLANKER,,BAL,L,,,,,,2
590,D,3,26,L,-14,Pass,Incomplete,0,Twins Open,,R,R,,,,,,2
591,O,1,10,M,41,Run,Rush,39,LT DOS BACK,OZ,R,R,A,,,,,2
592,O,1,2,R,2,Run,"Rush, TD",2,LT TROFF,IZ,L,L,D,,,,,2
593,D,1,10,L,-20,Run,Rush,4,Twins Closed,,R,R,,,,,,2
594,D,2,6,L,-24,Run,Rush,23,Twins Wing,,R,R,,,,,,2
595,D,1,10,L,-47,Pass,Complete,4,Trips Bunch Closed,,L,L,,,,,,2
596,D,2,6,L,49,Pass,Penalty,-10,Twins Open,,R,L,,,,,,2
597,D,2,16,L,-41,Run,Rush,3,Trey Open,,R,L,,,,,,2
598,D,1,10,M,-20,Run,Rush,3,DEUCE,,L,R,,,,,,3
599,D,2,7,M,-23,Run,Rush,5,Trips Open,,R,L,,,,,,3
600,D,3,2,L,-28,Run,Rush,-1,Trips Bunch Closed,,R,L,,,,,,3
601,O,1,10,M,-39,Run,Rush,4,TRIO BACK,IZ INSERT,R,R,B,,,,,3
602,O,2,6,M,-43,Pass,Complete,16,TRIO BACK,MESH,R,L,,1,,,,3
603,O,1,10,L,41,Pass,Incomplete,0,TRIO BACK,CHOICE,R,R,,9,,,,3
604,O,2,10,L,41,Run,Rush,-1,TRIO BACK,OZ,R,R,A,,,,,3
605,O,3,11,M,42,Pass,Incomplete,0,LT DOS BACK,PAWS,R,R,,9,,,,3
606,D,1,10,R,-11,Run,Rush,1,Twins closed hip,,L,R,,,,,,3
607,D,2,9,R,-12,Pass,Complete,20,,,,L,,,,,,3
608,D,1,10,L,-32,Run,Rush,0,Trips Bunch Closed,,R,L,,,,,,3
609,D,2,10,L,-32,Pass,Incomplete,0,Trips Bunch Closed,,R,R,,,,,,3
610,D,3,10,L,-32,Pass,Sack,-2,Trips Closed,,R,R,,,,,,3
611,O,1,10,L,-26,Run,Rush,2,LT TRIO BACK,SZ,L,L,A,,,,,3
612,O,2,8,L,-28,Pass,Complete,4,TRIO BACK,SPACING,R,R,,2,,,,3
613,O,3,4,M,-32,Pass,"Complete, TD",68,LT DBLS,CAVS,BAL,L,,2,,,,3
614,D,1,10,M,-20,Run,Rush,2,Pro open over hip,,R,R,,,,,,3
615,D,2,8,M,-22,Run,Rush,4,Twins Closed,,R,R,,,,,,3
616,D,3,4,R,-26,Run,Rush,7,Twins Wing,,R,L,,,,,,3
617,D,1,10,M,-33,Run,Rush,5,Pro open over hip,,R,L,,,,,,3
618,D,2,5,L,-38,Pass,Complete,6,Twins Wing,,L,R,,,,,,3
619,D,1,10,R,-44,Run,Rush,2,Twins Wing,,R,L,,,,,,3
